"lang"
{
	"Language"		"Portuguese"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_7_wex_no_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_7_wex_no_mana_cost_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_7_wex_no_mana_cost_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_8_wex_no_mana_cost"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_8_wex_no_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_8_wex_no_mana_cost_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_8_wex_no_mana_cost_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		
		
		//Tornado Blast (broken up into 8 spells)
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast"                        "Tornado Blast"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font>.\n\nSummons a tornado that travels a long distance, damaging enemy units it comes in contact with.  The tornado has a speed of %projectile_speed% units per second and provides %projectile_flying_vision% flying vision that lingers for %projectile_flying_vision_max_range_duration% seconds after the tornado disappears.  The cast range and damage increase per level of Quas."
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_damage"                 "DAMAGE (<font color=\"#0099CC\">QUAS</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_travel_distance"        "TRAVEL DISTANCE (<font color=\"#0099CC\">QUAS</font>):"

		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_1_quas"                        "Tornado Blast"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_1_quas_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font>.\n\nSummons a tornado that travels a long distance, damaging enemy units it comes in contact with.  The tornado has a speed of %projectile_speed% units per second and provides %projectile_flying_vision% flying vision that lingers for %projectile_flying_vision_max_range_duration% seconds after the tornado disappears.  The cast range and damage increase per level of Quas."
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_1_quas_damage"                 "DAMAGE (<font color=\"#0099CC\">QUAS</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_1_quas_travel_distance"        "TRAVEL DISTANCE (<font color=\"#0099CC\">QUAS</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_2_quas"                        "Tornado Blast"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_2_quas_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font>.\n\nSummons a tornado that travels a long distance, damaging enemy units it comes in contact with.  The tornado has a speed of %projectile_speed% units per second and provides %projectile_flying_vision% flying vision that lingers for %projectile_flying_vision_max_range_duration% seconds after the tornado disappears.  The cast range and damage increase per level of Quas."
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_2_quas_damage"                 "DAMAGE (<font color=\"#0099CC\">QUAS</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_2_quas_travel_distance"        "TRAVEL DISTANCE (<font color=\"#0099CC\">QUAS</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_3_quas"                        "Tornado Blast"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_3_quas_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font>.\n\nSummons a tornado that travels a long distance, damaging enemy units it comes in contact with.  The tornado has a speed of %projectile_speed% units per second and provides %projectile_flying_vision% flying vision that lingers for %projectile_flying_vision_max_range_duration% seconds after the tornado disappears.  The cast range and damage increase per level of Quas."
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_3_quas_damage"                 "DAMAGE (<font color=\"#0099CC\">QUAS</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_3_quas_travel_distance"        "TRAVEL DISTANCE (<font color=\"#0099CC\">QUAS</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_4_quas"                        "Tornado Blast"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_4_quas_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font>.\n\nSummons a tornado that travels a long distance, damaging enemy units it comes in contact with.  The tornado has a speed of %projectile_speed% units per second and provides %projectile_flying_vision% flying vision that lingers for %projectile_flying_vision_max_range_duration% seconds after the tornado disappears.  The cast range and damage increase per level of Quas."
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_4_quas_damage"                 "DAMAGE (<font color=\"#0099CC\">QUAS</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_4_quas_travel_distance"        "TRAVEL DISTANCE (<font color=\"#0099CC\">QUAS</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_5_quas"                        "Tornado Blast"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_5_quas_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font>.\n\nSummons a tornado that travels a long distance, damaging enemy units it comes in contact with.  The tornado has a speed of %projectile_speed% units per second and provides %projectile_flying_vision% flying vision that lingers for %projectile_flying_vision_max_range_duration% seconds after the tornado disappears.  The cast range and damage increase per level of Quas."
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_5_quas_damage"                 "DAMAGE (<font color=\"#0099CC\">QUAS</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_5_quas_travel_distance"        "TRAVEL DISTANCE (<font color=\"#0099CC\">QUAS</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_6_quas"                        "Tornado Blast"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_6_quas_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font>.\n\nSummons a tornado that travels a long distance, damaging enemy units it comes in contact with.  The tornado has a speed of %projectile_speed% units per second and provides %projectile_flying_vision% flying vision that lingers for %projectile_flying_vision_max_range_duration% seconds after the tornado disappears.  The cast range and damage increase per level of Quas."
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_6_quas_damage"                 "DAMAGE (<font color=\"#0099CC\">QUAS</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_6_quas_travel_distance"        "TRAVEL DISTANCE (<font color=\"#0099CC\">QUAS</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_7_quas"                        "Tornado Blast"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_7_quas_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font>.\n\nSummons a tornado that travels a long distance, damaging enemy units it comes in contact with.  The tornado has a speed of %projectile_speed% units per second and provides %projectile_flying_vision% flying vision that lingers for %projectile_flying_vision_max_range_duration% seconds after the tornado disappears.  The cast range and damage increase per level of Quas."
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_7_quas_damage"                 "DAMAGE (<font color=\"#0099CC\">QUAS</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_7_quas_travel_distance"        "TRAVEL DISTANCE (<font color=\"#0099CC\">QUAS</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_8_quas"                        "Tornado Blast"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_8_quas_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font>.\n\nSummons a tornado that travels a long distance, damaging enemy units it comes in contact with.  The tornado has a speed of %projectile_speed% units per second and provides %projectile_flying_vision% flying vision that lingers for %projectile_flying_vision_max_range_duration% seconds after the tornado disappears.  The cast range and damage increase per level of Quas."
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_8_quas_damage"                 "DAMAGE (<font color=\"#0099CC\">QUAS</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_8_quas_travel_distance"        "TRAVEL DISTANCE (<font color=\"#0099CC\">QUAS</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_1_quas_half_mana_cost"                        "Tornado Blast"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_1_quas_half_mana_cost_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font>.\n\nSummons a tornado that travels a long distance, damaging enemy units it comes in contact with.  The tornado has a speed of %projectile_speed% units per second and provides %projectile_flying_vision% flying vision that lingers for %projectile_flying_vision_max_range_duration% seconds after the tornado disappears.  The cast range and damage increase per level of Quas."
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_1_quas_half_mana_cost_damage"                 "DAMAGE (<font color=\"#0099CC\">QUAS</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_1_quas_half_mana_cost_travel_distance"        "TRAVEL DISTANCE (<font color=\"#0099CC\">QUAS</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_2_quas_half_mana_cost"                        "Tornado Blast"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_2_quas_half_mana_cost_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font>.\n\nSummons a tornado that travels a long distance, damaging enemy units it comes in contact with.  The tornado has a speed of %projectile_speed% units per second and provides %projectile_flying_vision% flying vision that lingers for %projectile_flying_vision_max_range_duration% seconds after the tornado disappears.  The cast range and damage increase per level of Quas."
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_2_quas_half_mana_cost_damage"                 "DAMAGE (<font color=\"#0099CC\">QUAS</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_2_quas_half_mana_cost_travel_distance"        "TRAVEL DISTANCE (<font color=\"#0099CC\">QUAS</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_3_quas_half_mana_cost"                        "Tornado Blast"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_3_quas_half_mana_cost_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font>.\n\nSummons a tornado that travels a long distance, damaging enemy units it comes in contact with.  The tornado has a speed of %projectile_speed% units per second and provides %projectile_flying_vision% flying vision that lingers for %projectile_flying_vision_max_range_duration% seconds after the tornado disappears.  The cast range and damage increase per level of Quas."
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_3_quas_half_mana_cost_damage"                 "DAMAGE (<font color=\"#0099CC\">QUAS</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_3_quas_half_mana_cost_travel_distance"        "TRAVEL DISTANCE (<font color=\"#0099CC\">QUAS</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_4_quas_half_mana_cost"                        "Tornado Blast"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_4_quas_half_mana_cost_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font>.\n\nSummons a tornado that travels a long distance, damaging enemy units it comes in contact with.  The tornado has a speed of %projectile_speed% units per second and provides %projectile_flying_vision% flying vision that lingers for %projectile_flying_vision_max_range_duration% seconds after the tornado disappears.  The cast range and damage increase per level of Quas."
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_4_quas_half_mana_cost_damage"                 "DAMAGE (<font color=\"#0099CC\">QUAS</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_4_quas_half_mana_cost_travel_distance"        "TRAVEL DISTANCE (<font color=\"#0099CC\">QUAS</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_5_quas_half_mana_cost"                        "Tornado Blast"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_5_quas_half_mana_cost_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font>.\n\nSummons a tornado that travels a long distance, damaging enemy units it comes in contact with.  The tornado has a speed of %projectile_speed% units per second and provides %projectile_flying_vision% flying vision that lingers for %projectile_flying_vision_max_range_duration% seconds after the tornado disappears.  The cast range and damage increase per level of Quas."
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_5_quas_half_mana_cost_damage"                 "DAMAGE (<font color=\"#0099CC\">QUAS</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_5_quas_half_mana_cost_travel_distance"        "TRAVEL DISTANCE (<font color=\"#0099CC\">QUAS</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_6_quas_half_mana_cost"                        "Tornado Blast"
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_6_quas_half_mana_cost_Description"            "Invocação: <font color=\"#0099CC\">Quas</font> <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font>.\n\nSummons a tornado that travels a long distance, damaging enemy units it comes in contact with.  The tornado has a speed of %projectile_speed% units per second and provides %projectile_flying_vision% flying vision that lingers for %projectile_flying_vision_max_range_duration% seconds after the tornado disappears.  The cast range and damage increase per level of Quas."
		"DOTA_Tooltip_Ability_invoker_retro_tornado_blast_level_6_quas_half_mana_cost_damage"                 "DAMAGE (<font color=\"#0099CC\">QUAS</font>):"
